Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
Farnesol B,4602-84-0,Rxi17SilMS,-143.29,15819.0,18.806,215.35,35.982,156.36,-74741.0,-113.34,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
Amylcinnamylalkohol B,101-85-9,Rxi17SilMS,-104.28,13443.0,13.31,219.72,35.293,110.66,-71582.0,-104.0,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Amylcinnamylalkohol C,101-85-9,Rxi17SilMS,-88.354,12353.0,11.112,222.74,35.938,92.39,-69156.0,-97.602,90.0,0.001,4.0,Marquart2020,String[],allergenic fragrances,,
Citronellol,106-22-9,Rxi17SilMS,-91.607,10625.0,11.872,143.1,30.488,98.71,-52493.0,-81.079,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Hydroxycitronellal,107-75-5,Rxi17SilMS,-104.07,11899.0,13.527,160.17,31.103,112.47,-58087.0,-89.799,90.0,0.001,10.0,Marquart2020,String[],aldehyde,allergenic fragrances,
Anisalkohol,105-13-5,Rxi17SilMS,-77.506,10396.0,9.7956,174.13,33.262,81.445,-56861.0,-82.869,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Unknown_4,,Rxi17SilMS,-100.08,11840.0,12.972,175.39,33.408,107.85,-59280.0,-88.498,90.0,0.001,9.0,Marquart2020,String[],,,
Cinnamylalkohol A,104-54-1,Rxi17SilMS,-82.238,10634.0,10.498,177.17,34.332,87.288,-56720.0,-81.929,90.0,0.001,5.0,Marquart2020,String[],alcohol,allergenic fragrances,
Cinnamylalkohol B,104-54-1,Rxi17SilMS,-77.163,10518.0,9.7277,180.76,33.763,80.881,-58077.0,-83.913,90.0,0.001,5.0,Marquart2020,String[],alcohol,allergenic fragrances,
Coumarin,91-64-5,Rxi17SilMS,-88.122,11510.0,11.3,210.54,38.708,93.95,-61579.0,-84.919,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
alpha-Pinen,80-56-8,Rxi17SilMS,-74.338,7758.2,9.8859,83.227,29.989,82.196,-34656.0,-51.351,90.0,0.001,5.0,Marquart2020,String[],allergenic fragrances,,
beta-Pinene,127-91-3,Rxi17SilMS,-66.666,7613.4,8.7259,96.536,31.149,72.551,-36955.0,-54.066,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Benzaldehyd,100-52-7,Rxi17SilMS,-72.995,8460.2,9.5243,116.86,32.053,79.19,-41585.0,-60.913,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,aldehyde,
Salicylaldehyd,90-02-8,Rxi17SilMS,-68.606,8528.6,8.8397,131.98,33.175,73.498,-44220.0,-63.666,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
Menthol,1490-04-6,Rxi17SilMS,-73.628,9161.8,9.4443,137.3,31.874,78.524,-47660.0,-70.773,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Methyl-2-Octyonate,111-12-6,Rxi17SilMS,-62.97,9201.2,7.7171,147.71,29.752,64.164,-53202.0,-81.169,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Methylsalicylat,119-36-8,Rxi17SilMS,-88.068,10258.0,11.487,154.11,34.123,95.508,-50605.0,-73.727,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
Isobornylacetat,76-49-3,Rxi17SilMS,-76.028,9793.1,9.6963,157.55,33.026,80.619,-52148.0,-76.278,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Carvone,99-49-0,Rxi17SilMS,-77.035,9904.3,9.8321,160.04,33.242,81.749,-52662.0,-76.859,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
beta-Caryophyllene,87-44-5,Rxi17SilMS,-60.415,9070.5,7.4745,172.8,34.663,62.147,-52848.0,-73.824,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
d-Damascone,57378-68-4,Rxi17SilMS,-104.1,11833.0,13.622,173.3,34.657,113.26,-57253.0,-84.59,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
E-beta-Damascone,23726-93-4,Rxi17SilMS,-86.13,11033.0,11.004,179.9,33.939,91.49,-58509.0,-85.318,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Majantol,103694-68-4,Rxi17SilMS,-90.524,11347.0,11.627,183.58,34.558,96.669,-59235.0,-86.143,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Amylsalicylate,2050-08-0,Rxi17SilMS,-94.62,12184.0,12.087,202.07,35.067,100.5,-64809.0,-93.798,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
3-Propylidenephthalide,17369-59-4,Rxi17SilMS,-87.303,11856.0,11.085,218.14,37.653,92.163,-65108.0,-90.431,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Isoeugenylacetat,93-29-8,Rxi17SilMS,-111.65,13974.0,14.31,216.5,34.412,118.98,-72981.0,-107.96,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene A,32388-55-9,Rxi17SilMS,-92.183,12550.0,11.694,229.4,37.845,97.227,-69040.0,-96.089,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene B,32388-55-9,Rxi17SilMS,-105.42,13274.0,13.6,231.8,39.798,113.08,-69302.0,-96.858,90.0,0.001,6.0,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene C,32388-55-9,Rxi17SilMS,-82.863,11924.0,10.406,231.88,38.25,86.523,-67719.0,-92.408,90.0,0.001,5.0,Marquart2020,String[],allergenic fragrances,,
Hexadecanolaceton,36653-82-4,Rxi17SilMS,-91.093,12946.0,11.471,247.68,38.909,95.377,-73005.0,-99.781,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Ebanol A,67801-20-1,Rxi17SilMS,-91.994,11324.0,11.834,175.01,33.36,98.393,-58420.0,-86.481,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Ebanol B,67801-20-1,Rxi17SilMS,-94.658,11545.0,12.196,176.36,33.328,101.4,-59166.0,-87.867,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Iso E Super A,54464-57-2,Rxi17SilMS,-94.965,12303.0,12.154,213.41,37.053,101.05,-65595.0,-92.836,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Iso E Super B,54464-57-2,Rxi17SilMS,-96.736,12420.0,12.407,214.72,37.385,103.16,-65801.0,-93.049,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Iso E Super C,54464-57-2,Rxi17SilMS,-96.021,12334.0,12.331,217.2,38.245,102.52,-65315.0,-91.485,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Iso E Super D,54464-57-2,Rxi17SilMS,-101.18,12802.0,13.014,218.27,37.694,108.2,-67148.0,-95.219,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Terpinolene,586-62-9,Rxi17SilMS,-68.696,8405.4,8.8415,119.46,31.24,73.512,-43191.0,-64.319,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Anethol,4180-23-8,Rxi17SilMS,-78.881,10256.0,10.036,166.69,33.117,83.446,-54971.0,-80.509,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
alpha Damascone,35044-63-4,Rxi17SilMS,-87.621,11045.0,11.227,176.46,33.705,93.343,-57937.0,-84.938,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Santalol A,115-71-9,Rxi17SilMS,-98.032,12629.0,12.544,213.9,36.386,104.29,-67126.0,-95.999,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Santalol B,115-71-9,Rxi17SilMS,-101.12,12937.0,12.945,214.91,35.986,107.63,-68479.0,-98.673,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Amylcinnamylaldehyd,122-40-7,Rxi17SilMS,-102.74,13133.0,13.144,215.63,35.611,109.29,-69510.0,-100.68,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Santalol C,37172-32-0,Rxi17SilMS,-120.48,14255.0,15.657,219.54,37.114,130.18,-71245.0,-104.18,90.0,0.001,5.0,Marquart2020,String[],allergenic fragrances,,
Santalol D,37172-32-0,Rxi17SilMS,-117.46,14115.0,15.223,221.36,37.124,126.57,-71394.0,-103.92,90.0,0.001,5.0,Marquart2020,String[],allergenic fragrances,,
Pentanol,71-41-0,Rxi5SilMS,-125.18,9693.4,17.511,63.266,29.765,145.6,-27722.0,-36.932,90.0,0.001,12.0,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,-126.43,11044.0,17.315,105.71,32.011,143.96,-39541.0,-58.59,90.0,0.001,15.0,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,-100.33,10636.0,13.309,142.09,33.749,110.66,-48244.0,-71.225,90.0,0.001,14.0,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,-117.53,12182.0,15.626,157.89,34.111,129.92,-54107.0,-81.424,90.0,0.001,13.0,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,-113.41,12443.0,14.922,172.92,34.385,124.07,-58402.0,-87.471,90.0,0.001,12.0,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,-118.41,13259.0,15.513,186.93,34.576,128.98,-63403.0,-95.241,90.0,0.001,10.0,Brehmer2022,String[],alcohol,alcohols,
Pentanol,71-41-0,Rxi17SilMS,-162.05,11672.0,22.81,58.934,26.919,189.66,-28170.0,-39.7,90.0,0.001,7.0,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi17SilMS,-171.3,13375.0,23.797,98.42,30.458,197.86,-39354.0,-60.057,90.0,0.001,9.0,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi17SilMS,-146.01,13101.0,19.86,133.6,32.935,165.13,-48965.0,-75.497,90.0,0.001,12.0,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi17SilMS,-142.11,13442.0,19.153,149.1,33.298,159.25,-53931.0,-83.538,90.0,0.001,11.0,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi17SilMS,-128.2,13173.0,17.034,163.55,33.254,141.63,-58098.0,-89.397,90.0,0.001,10.0,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi17SilMS,-146.44,14697.0,19.531,177.33,34.403,162.39,-63226.0,-97.957,90.0,0.001,10.0,Brehmer2022,String[],alcohol,alcohols,
Pentanol,71-41-0,Rxi5SilMS,-63.37,6853.3,8.3184,80.359,31.939,69.163,-31865.0,-50.02,90.0,0.002,15.0,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,-75.678,8519.3,9.8687,124.07,34.307,82.053,-41036.0,-63.483,90.0,0.002,15.0,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,-78.272,9592.7,10.046,161.28,36.096,83.526,-49426.0,-74.892,90.0,0.002,12.0,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,-79.359,10109.0,10.108,177.78,36.632,84.039,-53529.0,-80.398,90.0,0.002,11.0,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,-83.553,10792.0,10.617,193.28,37.256,88.277,-57670.0,-86.045,90.0,0.002,10.0,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,-88.234,11526.0,11.187,207.5,37.574,93.016,-62050.0,-92.287,90.0,0.002,7.0,Brehmer2022,String[],alcohol,alcohols,
Hexane,110-54-3,Rxi5SilMS,-71.069,6806.5,9.4317,40.99,25.675,78.419,-28114.0,-50.216,90.0,0.002,8.0,Brehmer2022,String[],alkanes,,
Heptane,142-82-5,Rxi5SilMS,-26.294,4688.8,2.9622,64.807,30.972,24.629,-30041.0,-48.81,90.0,0.002,12.0,Brehmer2022,String[],alkane,alkanes,
Octane,111-65-9,Rxi5SilMS,-33.694,5517.0,3.9513,88.773,32.051,32.853,-33940.0,-53.632,90.0,0.002,12.0,Brehmer2022,String[],alkane,alkanes,
Nonane,111-84-2,Rxi5SilMS,-47.39,6708.9,5.8368,110.39,32.906,48.53,-38158.0,-59.415,90.0,0.002,13.0,Brehmer2022,String[],alkane,alkanes,
Decane,124-18-5,Rxi5SilMS,-58.581,7777.3,7.3546,130.16,33.81,61.15,-42458.0,-65.452,90.0,0.002,13.0,Brehmer2022,String[],alkane,Grob,alkanes
Undecane,1120-21-4,Rxi5SilMS,-60.042,8299.7,7.4764,148.59,34.559,62.162,-46433.0,-70.618,90.0,0.002,13.0,Brehmer2022,String[],alkane,Grob,alkanes
Dodecane,112-40-3,Rxi5SilMS,-61.09,8790.0,7.5419,165.62,35.127,62.707,-50312.0,-75.574,90.0,0.002,17.0,Brehmer2022,String[],alkane,alkanes,
Tridecane,629-50-5,Rxi5SilMS,-67.708,9601.1,8.4026,181.54,35.765,69.863,-54457.0,-81.264,90.0,0.002,18.0,Brehmer2022,String[],alkane,alkanes,
Tetradecane,629-59-4,Rxi5SilMS,-79.453,10742.0,9.9812,196.32,36.394,82.988,-59176.0,-88.42,90.0,0.002,15.0,Brehmer2022,String[],alkane,alkanes,
Pentadecane,629-62-9,Rxi5SilMS,-77.67,11035.0,9.6541,210.26,36.697,80.269,-62600.0,-92.344,90.0,0.002,19.0,Brehmer2022,String[],alkane,alkanes,
Hexadecane,544-76-3,Rxi5SilMS,-81.96,11683.0,10.191,223.4,37.229,84.729,-66368.0,-97.259,90.0,0.002,17.0,Brehmer2022,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5SilMS,-81.417,12006.0,10.054,235.91,37.62,83.591,-69469.0,-100.6,90.0,0.002,16.0,Brehmer2022,String[],alkanes,alkane,
Octadecane,593-45-3,Rxi5SilMS,-103.32,13859.0,13.035,247.63,38.356,108.38,-75874.0,-111.82,90.0,0.002,16.0,Brehmer2022,String[],alkanes,alkane,
Nonadecane,629-92-5,Rxi5SilMS,-99.074,13944.0,12.378,258.79,38.449,102.91,-78560.0,-114.17,90.0,0.002,15.0,Brehmer2022,String[],alkanes,alkane,
Eicosane,112-95-8,Rxi5SilMS,-100.22,14370.0,12.477,269.45,38.742,103.74,-81801.0,-117.96,90.0,0.002,13.0,Brehmer2022,String[],alkanes,alkane,
Benzene,71-43-2,Rxi17SilMS,8.5765,2400.3,-1.9065,32.455,31.31,-15.851,-25714.0,-37.982,90.0,0.001,7.0,Brehmer2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",BTEX,,
Ethylbenzene,100-41-4,Rxi17SilMS,-82.834,8227.0,11.096,81.076,29.203,92.253,-34901.0,-52.649,90.0,0.001,9.0,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi17SilMS,-63.732,6765.6,8.4312,60.799,28.234,70.101,-30795.0,-46.56,90.0,0.001,9.0,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi17SilMS,-61.233,7253.8,7.9308,89.118,29.958,65.94,-36365.0,-54.473,90.0,0.001,8.0,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi17SilMS,-69.964,7604.3,9.2083,82.057,29.116,76.562,-35422.0,-53.834,90.0,0.001,9.0,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi17SilMS,-69.964,7604.3,9.2083,82.057,29.116,76.562,-35422.0,-53.834,90.0,0.001,9.0,Brehmer2022,String[],BTEX,,
Benzene,71-43-2,Rxi5SilMS,10.983,2596.1,-2.4272,55.116,31.76,-20.181,-28914.0,-47.829,90.0,0.002,13.0,Brehmer2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",BTEX,,
Ethylbenzene,100-41-4,Rxi5SilMS,-31.835,5585.3,3.6826,103.79,33.852,30.619,-35320.0,-53.577,90.0,0.002,15.0,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi5SilMS,-23.87,4808.7,2.5802,81.806,32.365,21.453,-32191.0,-50.552,90.0,0.002,12.0,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi5SilMS,-14.766,4818.4,1.1852,111.07,33.836,9.8542,-36484.0,-54.826,90.0,0.002,17.0,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi5SilMS,-26.272,5375.4,2.8473,105.48,33.36,23.674,-36097.0,-55.211,90.0,0.002,15.0,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi5SilMS,-31.687,5646.5,3.6386,105.45,33.577,30.253,-35961.0,-54.866,90.0,0.002,13.0,Brehmer2022,String[],BTEX,,
Benzene,71-43-2,Rxi5SilMS,-95.732,7133.2,13.659,40.726,34.618,113.57,-18066.0,-12.917,90.0,0.001,14.0,Brehmer2022,String[],BTEX,,
Ethylbenzene,100-41-4,Rxi5SilMS,-123.27,9897.2,17.224,89.926,36.18,143.21,-30284.0,-37.5,90.0,0.001,15.0,Brehmer2022,String[],BTEX,aromatic,
Toluene,108-88-3,Rxi5SilMS,-125.43,9445.5,17.708,68.46,34.359,147.23,-25068.0,-27.755,90.0,0.001,12.0,Brehmer2022,String[],BTEX,,
o-Xylene,95-47-6,Rxi5SilMS,-126.11,10270.0,17.564,96.698,36.247,146.04,-32355.0,-41.599,90.0,0.001,13.0,Brehmer2022,String[],BTEX,aromatic,
m-Xylene,108-38-3,Rxi5SilMS,-128.56,10280.0,17.951,91.58,35.635,149.26,-31274.0,-39.839,90.0,0.001,13.0,Brehmer2022,String[],BTEX,,
p-Xylene,106-42-3,Rxi5SilMS,-129.1,10315.0,18.027,91.668,35.598,149.89,-31335.0,-39.986,90.0,0.001,12.0,Brehmer2022,String[],BTEX,,
Methyl butyrate,623-42-7,Rxi17SilMS,-74.739,7357.8,9.9477,49.699,25.139,82.71,-31140.0,-51.142,90.0,0.001,9.0,Brehmer2022,String[],FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi17SilMS,-85.289,8922.9,11.233,89.375,27.095,93.397,-40272.0,-65.178,90.0,0.001,9.0,Brehmer2022,String[],FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi17SilMS,-93.826,10335.0,12.247,123.03,28.624,101.83,-48955.0,-78.034,90.0,0.001,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi17SilMS,-107.23,12006.0,13.968,152.75,29.945,116.14,-57652.0,-90.857,90.0,0.001,14.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi17SilMS,-111.37,12698.0,14.461,166.41,30.466,120.23,-61917.0,-97.012,90.0,0.001,14.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi17SilMS,-103.18,12641.0,13.209,179.35,30.724,109.82,-65223.0,-100.7,90.0,0.001,12.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi17SilMS,-99.659,12833.0,12.63,191.64,31.025,105.01,-68567.0,-104.57,90.0,0.001,12.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristate,124-10-7,Rxi17SilMS,-100.03,13262.0,12.604,203.25,31.272,104.79,-72210.0,-109.2,90.0,0.001,11.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi17SilMS,-87.183,12422.0,10.817,205.39,31.606,89.935,-70619.0,-104.79,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl pentadecanoate,7132-64-1,Rxi17SilMS,-104.54,13956.0,13.157,214.28,31.498,109.4,-76311.0,-114.96,90.0,0.001,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi17SilMS,-91.606,13090.0,11.365,216.4,31.841,94.493,-74523.0,-110.15,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl palmitate,112-39-0,Rxi17SilMS,-106.46,14472.0,13.351,224.77,31.684,111.01,-80019.0,-119.79,90.0,0.001,13.0,Brehmer2022,String[],FAME,FAMEs,
Methyl palmitoleate,10030-74-7,Rxi17SilMS,-91.546,13419.0,11.297,225.99,32.023,93.925,-77460.0,-113.56,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Methyl heptadecanoate,1731-92-6,Rxi17SilMS,-113.73,15329.0,14.297,234.86,31.996,118.87,-84283.0,-126.01,90.0,0.001,13.0,Brehmer2022,String[],FAME,FAMEs,
cis-10-Heptadecenoic acid methyl ester,75190-82-8,Rxi17SilMS,-103.99,14623.0,12.963,236.03,32.316,107.78,-82444.0,-121.52,90.0,0.001,15.0,Brehmer2022,String[],FAME,,
Methyl stearate,112-61-8,Rxi17SilMS,-117.83,15982.0,14.797,244.42,32.185,123.03,-88200.0,-131.39,90.0,0.001,13.0,Brehmer2022,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi17SilMS,-116.04,15757.0,14.585,245.35,32.806,121.27,-86973.0,-128.69,90.0,0.001,14.0,Brehmer2022,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi17SilMS,-108.87,15356.0,13.562,245.31,32.29,112.76,-86727.0,-127.74,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl linolelaidate,2566-97-4,Rxi17SilMS,-95.173,14366.0,11.685,247.2,32.679,97.157,-84164.0,-121.43,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl linoleate,112-63-0,Rxi17SilMS,-102.38,15019.0,12.639,247.66,32.153,105.09,-86708.0,-126.66,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
Methyl arachidate,1120-28-1,Rxi17SilMS,-112.84,16386.0,13.967,262.19,32.166,116.13,-94074.0,-137.54,90.0,0.001,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl gamma linolenate,132029-16-4,Rxi17SilMS,-82.504,13469.0,9.9386,247.86,32.74,82.634,-81980.0,-116.23,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi17SilMS,-115.04,16438.0,14.306,263.07,32.798,118.95,-93477.0,-136.38,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
Methyl alpha linolenate,301-00-8,Rxi17SilMS,-103.02,14974.0,12.767,250.18,33.027,106.15,-85949.0,-124.62,90.0,0.001,15.0,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi17SilMS,-113.24,16767.0,13.96,270.58,32.218,116.07,-97257.0,-141.26,90.0,0.001,13.0,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi17SilMS,-96.574,15166.0,11.755,265.12,32.778,97.736,-90608.0,-129.09,90.0,0.001,10.0,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi17SilMS,-111.21,16972.0,13.618,278.61,32.186,113.23,-99999.0,-143.99,90.0,0.001,12.0,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi17SilMS,-101.81,15461.0,12.504,265.89,33.318,103.97,-90797.0,-129.67,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi17SilMS,-155.11,20096.0,19.679,279.54,33.134,163.62,-107670.0,-161.5,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi17SilMS,-103.65,15717.0,12.732,268.05,33.184,105.86,-92235.0,-131.93,90.0,0.001,13.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi17SilMS,-89.542,14550.0,10.825,266.3,33.408,90.0,-88291.0,-123.96,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi17SilMS,-119.47,17883.0,14.703,286.49,32.44,122.25,-104300.0,-150.4,90.0,0.001,11.0,Brehmer2022,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi17SilMS,-107.85,16645.0,13.195,281.68,33.017,109.71,-98550.0,-140.31,90.0,0.001,12.0,Brehmer2022,String[],FAME,,
Methyl lignocerate,2442-49-1,Rxi17SilMS,-124.28,18551.0,15.312,294.06,32.608,127.31,-108010.0,-155.49,90.0,0.001,11.0,Brehmer2022,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi17SilMS,-97.417,15133.0,11.919,269.34,33.956,99.1,-89833.0,-126.7,90.0,0.001,8.0,Brehmer2022,String[],FAME,,
Methyl nervonate,2733-88-2,Rxi17SilMS,-100.43,16710.0,12.069,295.09,32.775,100.34,-102490.0,-143.17,90.0,0.001,8.0,Brehmer2022,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi17SilMS,-92.35,15425.0,11.112,286.53,34.026,92.392,-94700.0,-130.82,90.0,0.001,8.0,Brehmer2022,String[],FAME,,
Methyl butyrate,623-42-7,Rxi5SilMS,-45.888,5794.4,5.793,69.687,30.863,48.166,-30686.0,-49.441,90.0,0.002,15.0,Brehmer2022,String[],FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi5SilMS,-62.741,7648.9,8.0258,114.38,33.089,66.73,-39364.0,-61.569,90.0,0.002,15.0,Brehmer2022,String[],FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi5SilMS,-72.661,9113.3,9.262,152.12,34.951,77.008,-47806.0,-73.181,90.0,0.002,15.0,Brehmer2022,String[],FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi5SilMS,-103.76,11833.0,13.506,184.95,37.17,112.3,-57605.0,-88.411,90.0,0.002,17.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi5SilMS,-108.54,12578.0,14.09,199.88,37.844,117.15,-62032.0,-94.749,90.0,0.002,16.0,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5SilMS,-113.55,13337.0,14.704,213.8,38.388,122.25,-66493.0,-101.19,90.0,0.002,16.0,Brehmer2022,String[],FAME,Grob,FAMEs
 Methyl tridecanoate,1731-88-0,Rxi5SilMS,-117.86,14042.0,15.224,227.01,38.917,126.58,-70788.0,-107.23,90.0,0.002,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristate,124-10-7,Rxi5SilMS,-119.18,14543.0,15.328,239.49,39.31,127.44,-74637.0,-112.22,90.0,0.002,12.0,Brehmer2022,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi5SilMS,-114.23,14119.0,14.664,238.66,39.609,121.93,-73114.0,-109.13,90.0,0.002,13.0,Brehmer2022,String[],FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5SilMS,-129.54,15637.0,16.696,251.37,39.992,138.82,-79600.0,-119.94,90.0,0.002,14.0,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5SilMS,-115.25,14586.0,14.731,250.6,39.928,122.48,-76794.0,-113.77,90.0,0.002,10.0,Brehmer2022,String[],FAME,,
Methyl palmitate,112-39-0,Rxi5SilMS,-128.57,15975.0,16.483,262.53,40.158,137.05,-83058.0,-124.04,90.0,0.002,12.0,Brehmer2022,String[],FAME,FAMEs,
