Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
Glyceryl tridecanoate,621-71-6,Rxi17SilMS,-394.74,41657.0,51.841,357.5,44.375,431.03,-189820.0,-310.16,90.0,0.001,24.0,Brehmer2022,String[],triglyceride,,
Glyceryl trilaurate,538-24-9,Rxi17SilMS,-543.67,55893.0,71.568,393.69,54.435,595.05,-248630.0,-417.58,90.0,0.001,13.0,Brehmer2022,String[],triglyceride,,
Glyceryl trimyristine,555-45-3,Rxi17SilMS,-655.14,66369.0,86.428,471.37,274.27,718.6,-290860.0,-492.57,90.0,0.001,13.0,Brehmer2022,"[""θchar > 100 °C""]",triglyceride,,
Glyceryl tripalmitin,555-44-2,Rxi17SilMS,-493.02,53703.0,64.545,556.97,5634.7,536.66,-251620.0,-399.0,90.0,0.001,9.0,Brehmer2022,"[""θchar > 100 °C""]",triglyceride,,
Decane,124-18-5,Rtx5MS,279.93,-8706.1,-42.474,-141.96,-5.4925,-353.15,-55860.0,-107.43,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
1-Octanol,111-87-5,Rtx5MS,231.26,-6222.3,-35.277,-173.68,-3.6464,-293.31,-54780.0,-99.493,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,Grob,alcohols
Undecane,1120-21-4,Rtx5MS,229.68,-6201.8,-34.978,-173.68,-3.6345,-290.82,-54047.0,-95.506,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
"2,6-Dimethylaniline",87-62-7,Rtx5MS,161.79,-3004.0,-24.865,-220.07,-1.6731,-206.74,-50101.0,-80.235,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
Methyl decanoate,110-42-9,Rtx5MS,173.34,-3141.8,-26.578,-223.28,-1.3691,-220.98,-54126.0,-82.362,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rtx5MS,154.5,-1967.8,-23.721,-244.36,-0.64479,-197.22,-55260.0,-75.25,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Naphthalene,91-20-3,Rtx5MS,143.8,-2224.6,-22.157,-233.16,-1.1945,-184.22,-48404.0,-74.576,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthylene,208-96-8,Rtx5MS,108.55,-174.42,-16.864,-271.24,-0.025748,-140.22,-49470.0,-64.274,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthene,83-32-9,Rtx5MS,106.65,-11.197,-16.585,-273.07,-0.00062516,-137.89,-49982.0,-64.025,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Fluorene,86-73-7,Rtx5MS,102.52,324.52,-15.954,159.34,25.891,-132.65,-50869.0,-62.18,90.0,0.0004,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Fluoranthene,206-44-0,Rtx5MS,71.833,2535.4,-11.417,212.32,29.175,-94.93,-55554.0,-57.268,90.0,0.0004,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Pyrene,129-00-0,Rtx5MS,72.706,2452.1,-11.5,217.87,29.769,-95.62,-55113.0,-54.77,90.0,0.0004,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[a]pyrene,50-32-8,Rtx5MS,128.37,-845.01,-19.064,-262.03,-0.1952,-158.51,-50536.0,-25.579,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
decane,124-18-5,Rtx5MS,281.31,-8755.6,-42.684,-141.83,-5.4746,-354.89,-56081.0,-108.0,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
1-octanol,111-87-5,Rtx5MS,233.34,-6305.9,-35.589,-172.95,-3.6647,-295.91,-55028.0,-100.15,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,Grob,alcohols
undecane,1120-21-4,Rtx5MS,234.65,-6436.8,-35.711,-170.95,-3.7474,-296.91,-54306.0,-96.177,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
"2,6- dimethylaniline",87-62-7,Rtx5MS,165.91,-3198.7,-25.472,-216.82,-1.7985,-211.78,-50313.0,-80.776,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
methyl decanoate,110-42-9,Rtx5MS,188.99,-3977.5,-28.841,-210.02,-1.8478,-239.8,-54012.0,-81.971,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
methyl laurate,111-82-0,Rtx5MS,173.53,-3033.0,-26.45,-227.02,-1.1741,-219.92,-54647.0,-73.53,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
2-heptanone,110-43-0,Rtx5MS,387.18,-13813.0,-58.465,-96.904,-8.8536,-486.1,-61684.0,-132.38,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkanones,ketone,
trans-5-decene,7433-56-9,Rtx5MS,283.39,-8860.9,-42.997,-140.52,-5.5706,-357.49,-56151.0,-108.58,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkene,,
2-nonanol,628-99-9,Rtx5MS,223.93,-5845.7,-34.167,-179.38,-3.3284,-284.08,-54561.0,-96.867,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,,
methyl nonanoate,1731-84-6,Rtx5MS,199.79,-4573.6,-30.509,-199.69,-2.3137,-253.66,-54091.0,-87.859,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,FAMEs,
undecanal,112-44-7,Rtx5MS,178.96,-3517.9,-27.374,-216.36,-1.6424,-227.6,-53405.0,-81.321,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",aldehyde,,
n-pentadecane,629-62-9,Rtx5MS,176.76,-3233.7,-26.93,-223.53,-1.2973,-223.91,-54427.0,-74.185,90.0,0.0004,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,alkanes,
