Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Gamma-Methyl linolenate,16326-32-2,Rxi5SilMS,-121.57,5.3304,16025.0,405.83,15.435,0.72817,282.36,0.086979,41.422,0.18102,128.34,6.0543,-61943.0,271.4,-71.361,0.48762,-86630.0,1196.1,-125.91,2.6195,90.0,0.002,12.0,0.99998,0.00022729,2.5254e-5,Brehmer2022,String[],FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,-129.32,6.1236,17368.0,481.78,16.353,0.83276,300.65,0.19193,41.238,0.31468,135.97,6.9239,-66384.0,508.52,-75.546,0.88368,-95026.0,1545.6,-137.75,3.2893,90.0,0.002,11.0,0.99999,0.00017632,2.204e-5,Brehmer2022,String[],FAME,,
Alpha-Methyl linolenate,301-00-8,Rxi5SilMS,-116.78,5.0879,15600.0,385.91,14.79,0.69542,280.16,0.079765,41.277,0.16323,122.97,5.7821,-61668.0,244.52,-71.308,0.44104,-85051.0,1126.6,-123.09,2.4746,90.0,0.002,12.0,0.99998,0.0002073,2.3034e-5,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,-146.26,5.8922,19113.0,470.79,18.582,0.79934,311.09,0.17987,41.342,0.29539,154.5,6.6461,-68648.0,492.31,-77.355,0.84032,-102810.0,1550.7,-150.82,3.2709,90.0,0.002,11.0,0.99999,0.00015011,1.8764e-5,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,-125.3,7.1722,17035.0,564.75,15.811,0.97539,300.46,0.25633,41.306,0.39473,131.46,8.1098,-66230.0,635.68,-75.317,1.1046,-93897.0,1822.7,-135.41,3.8695,90.0,0.002,9.0,0.99999,0.00010852,1.8087e-5,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,-155.61,6.407,20158.0,518.8,19.802,0.86744,319.69,0.21409,41.75,0.33599,164.65,7.2123,-69993.0,565.55,-77.918,0.9511,-107810.0,1751.9,-158.61,3.6617,90.0,0.002,10.0,0.99999,9.0945e-5,1.2992e-5,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,-134.15,8.3111,17530.0,652.88,17.066,1.1305,299.69,0.25618,42.32,0.44825,141.89,9.3995,-64468.0,685.27,-72.398,1.1931,-94221.0,2088.0,-137.07,4.4484,90.0,0.002,10.0,0.99998,0.00026568,3.7954e-5,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,-142.81,5.9973,19054.0,485.33,18.084,0.8122,318.33,0.23495,41.861,0.34135,150.36,6.753,-69486.0,569.29,-77.334,0.9591,-103820.0,1645.2,-150.68,3.4323,90.0,0.002,10.0,0.99999,0.00013561,1.9373e-5,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,-132.72,6.0846,17553.0,479.58,16.841,0.82725,301.65,0.20008,41.97,0.32928,140.03,6.8781,-65453.0,515.54,-73.726,0.89427,-95090.0,1545.4,-138.03,3.2836,90.0,0.002,11.0,0.99999,0.00017399,2.1749e-5,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,-123.69,5.6289,16678.0,441.04,15.648,0.7659,298.42,0.16635,42.24,0.29013,130.1,6.3681,-64306.0,443.27,-72.362,0.77345,-91423.0,1400.1,-131.37,2.9908,90.0,0.002,10.0,0.99999,0.00012622,1.8031e-5,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,-165.19,7.9055,21218.0,648.38,21.054,1.0683,328.03,0.28845,42.222,0.43371,175.06,8.8823,-71172.0,734.27,-78.242,1.2174,-112840.0,2240.2,-166.48,4.6417,90.0,0.002,9.0,0.99999,6.6182e-5,1.103e-5,Brehmer2022,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,-137.78,10.022,18653.0,810.72,17.402,1.3573,318.19,0.38087,41.814,0.56454,144.69,11.285,-69532.0,943.03,-77.439,1.5893,-102550.0,2744.8,-147.99,5.7293,90.0,0.002,11.0,0.99997,0.00043283,5.4103e-5,Brehmer2022,String[],FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,-166.05,8.1524,21629.0,677.83,21.112,1.0997,335.89,0.36812,42.292,0.49556,175.53,9.1431,-72923.0,859.01,-79.589,1.4049,-116080.0,2409.9,-170.35,4.9346,90.0,0.002,9.0,0.99999,7.0127e-5,1.1688e-5,Brehmer2022,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,-124.84,6.0833,16762.0,477.44,15.809,0.82755,299.28,0.18825,42.49,0.32524,131.45,6.8806,-64120.0,492.61,-71.868,0.85819,-91629.0,1522.8,-131.69,3.2474,90.0,0.002,11.0,0.99999,0.00017412,2.1765e-5,Brehmer2022,String[],FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,-160.25,8.1817,21039.0,678.99,20.354,1.1039,334.85,0.36294,42.664,0.49888,169.23,9.1782,-72040.0,846.75,-78.342,1.3873,-113480.0,2404.5,-165.56,4.9317,90.0,0.002,9.0,0.99999,7.0665e-5,1.1778e-5,Brehmer2022,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,-139.33,6.587,18441.0,530.15,17.693,0.89253,316.22,0.20545,43.35,0.35296,147.11,7.4209,-66624.0,544.45,-72.897,0.92125,-99904.0,1765.9,-144.13,3.7107,90.0,0.002,10.0,0.99999,9.6282e-5,1.3755e-5,Brehmer2022,String[],FAME,,
Methyl butyrate,623-42-7,Rxi5SilMS,-73.265,2.0215,7037.0,98.262,9.8742,0.29797,51.217,0.13107,27.442,0.12279,82.099,2.4775,-31878.0,144.95,-52.371,0.44156,-28694.0,175.82,-43.099,0.52631,90.0,0.001,10.0,0.99998,0.00013924,1.9891e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi5SilMS,-66.411,3.9468,7732.9,211.57,8.6172,0.5713,94.594,0.15498,29.631,0.15872,71.647,4.7501,-37947.0,205.76,-57.281,0.55444,-38276.0,208.92,-58.181,0.56081,90.0,0.001,17.0,0.99988,0.0032815,0.00023439,Brehmer2022,String[],FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi5SilMS,-66.163,3.0733,8697.6,178.15,8.3594,0.43886,131.24,0.17132,30.755,0.082942,69.504,3.6489,-44209.0,124.97,-63.417,0.29845,-47076.0,198.23,-70.892,0.49669,90.0,0.001,20.0,0.99992,0.004679,0.00027523,Brehmer2022,String[],FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi5SilMS,-74.301,2.2915,10053.0,141.34,9.3389,0.32378,162.64,0.086905,31.742,0.040275,77.648,2.6921,-49746.0,66.164,-68.243,0.14662,-55387.0,207.21,-82.402,0.51325,90.0,0.001,17.0,0.99998,0.00078561,5.6115e-5,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi5SilMS,-70.915,5.1161,10290.0,324.51,8.7697,0.71957,177.03,0.2038,31.956,0.089948,72.916,5.9829,-52729.0,155.91,-71.221,0.33392,-59074.0,545.02,-86.885,1.3297,90.0,0.001,18.0,0.9999,0.0048358,0.00032239,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5SilMS,-68.274,5.5078,10523.0,358.28,8.3238,0.77147,190.51,0.20988,32.263,0.091007,69.208,6.4144,-55401.0,164.12,-73.579,0.34135,-62357.0,666.5,-90.488,1.6053,90.0,0.001,18.0,0.99989,0.0050664,0.00033776,Brehmer2022,String[],FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi5SilMS,-68.323,5.6167,10924.0,373.86,8.2564,0.78377,203.13,0.20418,32.446,0.088492,68.648,6.5166,-58129.0,166.19,-76.14,0.33695,-65896.0,756.79,-94.757,1.8002,90.0,0.001,18.0,0.9999,0.0047774,0.00031849,Brehmer2022,String[],FAME,FAMEs,
Methyl myristate,124-10-7,Rxi5SilMS,-87.109,3.9832,12520.0,270.82,10.819,0.55395,214.85,0.11245,32.892,0.070554,89.957,4.6058,-60199.0,132.07,-77.449,0.26612,-71430.0,590.59,-104.03,1.3874,90.0,0.001,14.0,0.99997,0.00092346,8.3951e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi5SilMS,-73.211,5.4964,11519.0,373.01,8.9014,0.76458,213.99,0.17568,33.038,0.088013,74.01,6.3571,-59721.0,164.83,-76.689,0.32958,-68898.0,806.05,-98.428,1.897,90.0,0.001,16.0,0.99993,0.002798,0.00021523,Brehmer2022,String[],FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5SilMS,-75.53,6.3843,12142.0,442.67,9.132,0.88501,226.36,0.19083,32.912,0.094595,75.927,7.3584,-63031.0,187.45,-80.279,0.36587,-73384.0,1021.5,-104.49,2.375,90.0,0.001,17.0,0.99991,0.0037277,0.00026626,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5SilMS,-81.499,5.397,12431.0,373.62,9.9952,0.74835,225.42,0.14484,33.377,0.084243,83.105,6.2221,-61920.0,160.37,-78.288,0.31553,-73173.0,858.28,-104.63,1.9976,90.0,0.001,16.0,0.99995,0.0018904,0.00014541,Brehmer2022,String[],FAME,,
Methyl palmitate,112-39-0,Rxi5SilMS,-78.297,6.0978,12663.0,430.51,9.4632,0.8428,237.15,0.13631,33.239,0.078208,78.681,7.0075,-65138.0,157.16,-81.738,0.30226,-76716.0,1043.5,-108.5,2.4033,90.0,0.001,15.0,0.99995,0.0014127,0.00011772,Brehmer2022,String[],FAME,FAMEs,
Methyl palmitoleate,10030-74-7,Rxi5SilMS,-78.893,4.9756,12580.0,350.37,9.5767,0.68802,235.43,0.12869,33.548,0.07498,79.625,5.7205,-64104.0,146.9,-80.138,0.28352,-75683.0,845.23,-106.96,1.9478,90.0,0.001,16.0,0.99996,0.0014751,0.00011347,Brehmer2022,String[],FAME,,
Methyl heptadecanoate,1731-92-6,Rxi5SilMS,-83.087,5.1679,13365.0,371.42,10.062,0.7123,247.52,0.11848,33.359,0.080756,83.659,5.9224,-67568.0,166.43,-83.864,0.31554,-80745.0,947.97,-114.01,2.1573,90.0,0.001,11.0,0.99998,0.0004858,6.0726e-5,Brehmer2022,String[],FAME,FAMEs,
Methyl cis-10-heptadecanoate,75190-82-8,Rxi5SilMS,-87.87,4.3393,13521.0,310.9,10.771,0.59835,245.84,0.069909,33.961,0.06288,89.554,4.975,-65945.0,123.39,-81.154,0.23588,-79901.0,785.25,-113.13,1.7922,90.0,0.001,13.0,0.99999,0.00028606,2.8606e-5,Brehmer2022,String[],FAME,,
Methyl stearate,112-61-8,Rxi5SilMS,-90.066,5.3745,14171.0,392.33,10.977,0.7389,257.18,0.081707,33.685,0.076076,91.27,6.1435,-69420.0,158.24,-84.994,0.29632,-84679.0,1039.3,-119.56,2.3454,90.0,0.001,13.0,0.99998,0.0004037,4.037e-5,Brehmer2022,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi5SilMS,-81.657,5.4496,13417.0,396.58,9.8551,0.74959,255.35,0.08478,34.028,0.074829,81.94,6.2324,-68248.0,151.67,-83.227,0.28473,-81797.0,1041.8,-113.97,2.356,90.0,0.001,13.0,0.99998,0.00041547,4.1547e-5,Brehmer2022,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi5SilMS,-76.218,2.7015,13077.0,196.76,9.0914,0.37156,255.59,0.046634,33.806,0.043617,75.59,3.0893,-68759.0,89.538,-84.134,0.16817,-81276.0,519.44,-112.53,1.1728,90.0,0.001,13.0,0.99999,0.0001443,1.443e-5,Brehmer2022,String[],FAME,,
Methyl linolelaidate,2566-97-4,Rxi5SilMS,-78.612,5.5754,13173.0,405.64,9.441,0.76696,254.91,0.10047,34.059,0.092875,78.497,6.3769,-68073.0,187.43,-83.004,0.35239,-81019.0,1068.4,-112.39,2.4136,90.0,0.001,14.0,0.99997,0.0007263,6.6027e-5,Brehmer2022,String[],FAME,,
Methyl linoleate,112-63-0,Rxi5SilMS,-88.821,4.4719,13965.0,325.25,10.831,0.61515,255.0,0.07153,33.833,0.061093,90.052,5.1147,-68549.0,125.16,-83.883,0.23502,-83407.0,853.3,-117.61,1.9303,90.0,0.001,11.0,0.99999,0.00020737,2.5922e-5,Brehmer2022,String[],FAME,,
Methyl arachidate,1120-28-1,Rxi5SilMS,-101.53,3.4868,15670.0,262.37,12.443,0.47714,275.46,0.042965,34.033,0.068114,103.46,3.9671,-73530.0,147.62,-88.122,0.26846,-92718.0,750.5,-130.81,1.6587,90.0,0.001,12.0,0.99999,9.7302e-5,1.0811e-5,Brehmer2022,String[],FAME,FAMEs,
Gamma-Methyl linolenate,16326-32-2,Rxi5SilMS,-81.524,4.15,13353.0,302.17,9.8548,0.57078,255.67,0.065027,34.35,0.05858,81.937,4.7457,-67689.0,116.63,-82.093,0.21886,-81263.0,794.95,-112.89,1.7971,90.0,0.001,13.0,0.99999,0.0002409,2.409e-5,Brehmer2022,String[],FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,-94.7,6.3817,15023.0,479.31,11.54,0.87363,273.8,0.10372,34.343,0.14737,95.952,7.2637,-72426.0,312.0,-86.509,0.56878,-90062.0,1371.3,-125.81,3.0289,90.0,0.001,12.0,0.99998,0.00050386,5.5985e-5,Brehmer2022,String[],FAME,,
Alpha-Methyl linolenate,301-00-8,Rxi5SilMS,-78.748,5.1194,13083.0,371.62,9.4837,0.70448,253.59,0.094935,34.305,0.083646,78.852,5.8574,-67245.0,165.74,-81.756,0.31213,-80144.0,972.64,-111.08,2.2007,90.0,0.001,13.0,0.99998,0.00052636,5.2636e-5,Brehmer2022,String[],FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,-112.13,3.3149,16766.0,253.13,13.849,0.45264,284.1,0.046561,34.319,0.080115,115.15,3.7635,-75231.0,176.07,-89.096,0.31535,-97581.0,751.52,-138.4,1.6422,90.0,0.001,12.0,1.0,8.7568e-5,9.7298e-6,Brehmer2022,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,-83.571,5.2419,14156.0,392.94,10.026,0.71765,273.65,0.053559,34.47,0.080687,83.359,5.9668,-72118.0,169.4,-85.984,0.309,-87426.0,1108.9,-120.1,2.4615,90.0,0.001,10.0,0.99999,9.2672e-5,1.3239e-5,Brehmer2022,String[],FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,-112.53,2.6227,17138.0,202.88,13.844,0.3574,292.29,0.039006,34.341,0.065783,115.11,2.9716,-77410.0,148.67,-90.994,0.26242,-100690.0,619.33,-141.96,1.3418,90.0,0.001,10.0,1.0,2.6282e-5,3.7546e-6,Brehmer2022,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,-89.792,3.2184,14506.0,240.84,10.905,0.44078,272.19,0.042257,34.746,0.060223,90.665,3.6648,-71165.0,123.84,-84.588,0.22641,-87683.0,679.15,-121.45,1.5072,90.0,0.001,10.0,0.99999,6.1033e-5,8.719e-6,Brehmer2022,String[],FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,-109.93,3.0439,16790.0,235.13,13.525,0.41495,290.85,0.051408,34.719,0.085749,112.45,3.4501,-76176.0,188.65,-89.157,0.33381,-98762.0,718.29,-138.66,1.5552,90.0,0.001,12.0,1.0,7.359e-5,8.1767e-6,Brehmer2022,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,-94.018,6.4019,14972.0,480.84,11.447,0.8764,273.81,0.10405,34.342,0.14783,95.175,7.2868,-72429.0,312.99,-86.514,0.57058,-89923.0,1375.7,-125.49,3.0386,90.0,0.001,12.0,0.99998,0.00050707,5.6341e-5,Brehmer2022,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,-86.063,3.4098,14121.0,254.64,10.419,0.46713,270.97,0.042757,35.034,0.062863,86.632,3.884,-70266.0,126.56,-83.228,0.23194,-85944.0,714.27,-118.26,1.5876,90.0,0.001,12.0,0.99999,9.3264e-5,1.0363e-5,Brehmer2022,String[],FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,-121.12,2.8544,18092.0,223.83,14.971,0.38823,300.3,0.051786,34.592,0.083659,124.48,3.2279,-79040.0,191.69,-91.925,0.33358,-105220.0,705.53,-148.79,1.5121,90.0,0.001,11.0,1.0,3.5443e-5,4.4303e-6,Brehmer2022,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,-109.56,3.0729,16707.0,237.34,13.49,0.4189,290.78,0.052138,34.949,0.087614,112.16,3.4829,-75656.0,190.18,-88.252,0.33656,-98176.0,724.83,-137.62,1.5695,90.0,0.001,12.0,1.0,7.4999e-5,8.3332e-6,Brehmer2022,String[],FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,-130.74,4.1435,19125.0,328.8,16.237,0.56253,308.02,0.079684,34.864,0.12535,135.0,4.6772,-80551.0,290.45,-92.692,0.49868,-109980.0,1060.6,-156.17,2.2554,90.0,0.001,10.0,1.0,3.8324e-5,5.4748e-6,Brehmer2022,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,-97.743,2.3586,14960.0,176.71,12.032,0.32305,271.69,0.045209,35.322,0.06527,100.04,2.686,-69876.0,129.64,-82.343,0.23723,-88052.0,505.07,-122.93,1.1153,90.0,0.001,11.0,1.0,8.5107e-5,1.0638e-5,Brehmer2022,String[],FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,-124.45,3.9575,18504.0,313.37,15.412,0.53744,306.76,0.073354,35.154,0.119,128.14,4.4686,-79540.0,269.99,-91.251,0.46461,-107320.0,1005.8,-151.23,2.1427,90.0,0.001,10.0,1.0,3.4982e-5,4.9974e-6,Brehmer2022,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,-92.157,2.8139,15129.0,216.01,11.172,0.38387,287.96,0.031837,35.531,0.065209,92.886,3.1917,-73674.0,135.47,-85.394,0.24109,-92061.0,646.21,-125.81,1.4095,90.0,0.001,9.0,1.0,1.9747e-5,3.2912e-6,Brehmer2022,String[],FAME,,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,-63.108,2.6984,6730.2,137.72,8.3021,0.39381,74.484,0.070448,31.437,0.121,69.027,3.2744,-31962.0,123.7,-51.796,0.35435,-30891.0,134.28,-48.782,0.38305,90.0,0.002,11.0,0.99998,0.0001924,2.405e-5,Brehmer2022,String[],ketone,,
2-Hexanone,591-78-6,Rxi5SilMS,-59.914,1.3099,6798.3,68.752,7.7863,0.19027,85.967,0.043526,32.224,0.060441,64.739,1.582,-33276.0,62.933,-52.515,0.17416,-33015.0,63.676,-51.792,0.17573,90.0,0.002,13.0,0.99999,0.00012526,1.2526e-5,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,-76.481,1.689,9568.9,104.83,9.7777,0.23845,165.11,0.042213,36.352,0.056483,81.296,1.9826,-43931.0,68.782,-60.095,0.15605,-50037.0,164.24,-75.378,0.40433,90.0,0.002,13.0,0.99999,0.00010304,1.0304e-5,Brehmer2022,String[],alkanones,ketone,
2-Undecanone,112-12-9,Rxi5SilMS,-77.399,2.1693,10062.0,139.0,9.8199,0.30468,181.4,0.039318,36.906,0.078014,81.647,2.5332,-46549.0,98.727,-62.261,0.21665,-54012.0,251.84,-80.591,0.60872,90.0,0.002,11.0,1.0,5.1973e-5,6.4966e-6,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,-81.945,2.7949,10779.0,184.56,10.374,0.39075,196.52,0.059889,37.348,0.12282,86.257,3.2489,-49107.0,161.98,-64.412,0.3441,-58294.0,382.29,-86.597,0.90392,90.0,0.002,10.0,1.0,4.3436e-5,6.2052e-6,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,-96.37,5.4499,12110.0,369.43,12.322,0.75875,210.75,0.12606,38.088,0.25123,102.45,6.3086,-51117.0,338.22,-65.489,0.69732,-63488.0,834.0,-94.899,1.9412,90.0,0.002,8.0,0.99999,3.3103e-5,6.6207e-6,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi5SilMS,-114.43,3.9642,14073.0,283.34,14.705,0.54775,237.31,0.19632,39.681,0.27288,122.27,4.5543,-54598.0,377.8,-66.813,0.73669,-72609.0,771.64,-108.44,1.7186,90.0,0.002,7.0,1.0,6.5555e-6,1.6389e-6,Brehmer2022,String[],alkanones,ketone,
2-Hexanone,591-78-6,Rxi5SilMS,-80.869,6.6629,7451.0,324.27,10.998,0.9803,55.828,0.14901,28.235,0.24694,91.439,8.1506,-31870.0,280.22,-50.967,0.84838,-28745.0,396.32,-41.93,1.1721,90.0,0.001,8.0,0.99996,0.00011636,2.3271e-5,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,-87.68,2.2515,10157.0,133.45,11.408,0.32019,143.17,0.04791,32.05,0.03581,94.848,2.6622,-44963.0,51.293,-62.093,0.12131,-50005.0,150.93,-75.052,0.38394,90.0,0.001,12.0,0.99999,0.00011607,1.2897e-5,Brehmer2022,String[],alkanones,ketone,
2-Undecanone,112-12-9,Rxi5SilMS,-90.746,1.4264,10809.0,87.384,11.741,0.20179,158.93,0.032814,32.546,0.03254,97.619,1.6777,-47694.0,48.233,-64.475,0.11068,-54422.0,125.52,-81.44,0.31216,90.0,0.001,13.0,1.0,7.3444e-5,7.3444e-6,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,-89.348,3.6722,11194.0,231.92,11.441,0.51703,173.62,0.051884,32.817,0.11111,95.127,4.2988,-50573.0,171.63,-67.287,0.38348,-58527.0,398.53,-87.001,0.97011,90.0,0.001,9.0,1.0,4.3589e-5,7.2648e-6,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,-97.945,3.4148,12163.0,221.29,12.566,0.47873,187.43,0.048255,33.273,0.097294,104.48,3.9804,-53008.0,155.4,-69.183,0.33675,-63187.0,417.94,-94.013,1.0043,90.0,0.001,10.0,0.99999,6.4558e-5,9.2226e-6,Brehmer2022,String[],alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,-89.244,6.8082,8184.2,340.03,12.129,0.99686,66.937,0.083312,28.492,0.18298,100.84,8.2884,-33752.0,217.4,-53.337,0.63785,-31426.0,290.09,-46.72,0.8393,90.0,0.001,7.0,0.99997,8.7545e-5,2.1886e-5,Brehmer2022,String[],ketone,,
2-Pentadecanone,2345-28-0,Rxi5SilMS,-111.18,11.875,13868.0,808.46,14.252,1.6522,212.89,0.26843,34.033,0.45579,118.49,13.737,-57713.0,775.53,-72.833,1.5916,-72274.0,1859.1,-107.37,4.3101,90.0,0.001,8.0,0.99998,0.00015525,3.105e-5,Brehmer2022,String[],alkanones,ketone,
2-Hexanone,591-78-6,Rxi17SilMS,-158.01,13.552,11801.0,679.63,22.116,1.9823,69.311,0.074051,27.747,0.20926,183.88,16.482,-35143.0,265.47,-56.71,0.77423,-31338.0,432.84,-45.924,1.2399,90.0,0.001,6.0,0.99996,6.7284e-5,2.2428e-5,Brehmer2022,String[],alkanones,ketone,
2-Decanone,693-54-9,Rxi17SilMS,-122.05,14.663,11964.0,864.3,16.367,2.0879,139.4,0.31535,32.655,0.43926,136.08,17.36,-43334.0,586.65,-59.132,1.4152,-50057.0,1042.6,-76.488,2.6329,90.0,0.001,12.0,0.99972,0.0059206,0.00065785,Brehmer2022,String[],alkanones,ketone,
2-Undecanone,112-12-9,Rxi17SilMS,-158.02,4.7247,14545.0,286.78,21.378,0.66945,154.01,0.081198,33.709,0.13336,177.75,5.5661,-45006.0,178.87,-59.453,0.4173,-56383.0,399.53,-88.308,0.99653,90.0,0.001,11.0,0.99998,0.00029705,3.7131e-5,Brehmer2022,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi17SilMS,-158.84,4.5918,15108.0,286.78,21.369,0.64763,168.12,0.078117,34.292,0.14269,177.67,5.3847,-47213.0,197.17,-61.084,0.44562,-61093.0,465.29,-95.703,1.1409,90.0,0.001,11.0,0.99998,0.00025181,3.1476e-5,Brehmer2022,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Rxi17SilMS,-150.46,3.1151,15136.0,200.07,20.048,0.43752,181.23,0.064694,34.26,0.12686,166.69,3.6378,-50106.0,186.09,-64.366,0.40865,-65314.0,381.05,-101.72,0.9127,90.0,0.001,9.0,1.0,3.073e-5,5.1216e-6,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi17SilMS,-160.84,4.7892,16724.0,321.63,21.299,0.66771,205.93,0.087046,35.2,0.17878,177.09,5.5517,-54214.0,276.05,-67.254,0.5751,-74745.0,700.93,-116.32,1.6429,90.0,0.001,8.0,1.0,2.5617e-5,5.1234e-6,Brehmer2022,String[],alkanones,ketone,
2-Pentadecanone Std,2345-28-0,Rxi17SilMS,-159.26,8.4298,16629.0,565.78,21.073,1.1754,205.65,0.15065,35.057,0.30997,175.21,9.7726,-54371.0,481.96,-67.649,1.0047,-74634.0,1229.7,-116.09,2.8838,90.0,0.001,8.0,0.99999,7.9378e-5,1.5876e-5,Brehmer2022,String[],alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi17SilMS,-79.682,64.042,7336.9,3114.4,10.858,9.419,56.791,0.5268,28.996,1.5682,90.281,78.314,-31215.0,1691.2,-48.7,5.119,-28217.0,3104.2,-40.042,9.0927,90.0,0.001,5.0,0.9995,0.00040077,0.00020038,Brehmer2022,String[],ketone,,
2-Octanone,111-13-7,Rxi17SilMS,-101.18,2.8386,10089.0,154.7,13.472,0.40954,103.34,0.085688,28.253,0.068155,112.01,3.4051,-41714.0,102.4,-64.89,0.26847,-43209.0,114.05,-68.931,0.2985,90.0,0.001,14.0,0.99997,0.00073085,6.6441e-5,Brehmer2022,String[],alkanones,ketone,
2-Heptanone,110-43-0,Rxi17SilMS,-89.404,4.3868,8993.3,229.58,11.875,0.63731,85.643,0.094488,27.202,0.1162,98.738,5.2989,-39348.0,169.36,-63.758,0.46937,-38917.0,172.31,-62.567,0.476,90.0,0.001,12.0,0.99995,0.00071613,7.957e-5,Brehmer2022,String[],alkanones,ketone,
2-Nonanone,821-55-6,Rxi17SilMS,-96.624,3.8623,10331.0,218.19,12.701,0.55373,120.2,0.12626,29.002,0.064358,105.6,4.604,-44356.0,102.47,-66.858,0.25284,-47545.0,175.39,-75.292,0.45029,90.0,0.001,15.0,0.99995,0.0014938,0.00012449,Brehmer2022,String[],alkanones,ketone,
